Product: Daily Cooling Degree Days
Regions: CPC::Regions::StatesCONUS
Weights: Population
Region|20190101|20190102|20190103|20190104|20190105|20190106|20190107|20190108|20190109|20190110|20190111|20190112|20190113|20190114|20190115|20190116|20190117|20190118|20190119|20190120|20190121|20190122|20190123|20190124|20190125|20190126|20190127|20190128|20190129|20190130|20190131|20190201|20190202|20190203|20190204|20190205|20190206|20190207|20190208|20190209|20190210|20190211|20190212|20190213|20190214|20190215|20190216|20190217|20190218|20190219|20190220|20190221|20190222|20190223|20190224|20190225|20190226|20190227|20190228|20190301|20190302|20190303|20190304|20190305|20190306|20190307|20190308|20190309|20190310|20190311|20190312|20190313|20190314|20190315|20190316|20190317|20190318|20190319|20190320|20190321|20190322|20190323|20190324|20190325|20190326|20190327|20190328|20190329|20190330|20190331|20190401|20190402|20190403|20190404|20190405|20190406|20190407|20190408|20190409|20190410|20190411|20190412|20190413|20190414|20190415|20190416|20190417|20190418|20190419|20190420|20190421|20190422|20190423|20190424|20190425|20190426|20190427|20190428|20190429|20190430|20190501|20190502|20190503|20190504|20190505|20190506|20190507|20190508|20190509|20190510|20190511|20190512|20190513|20190514|20190515|20190516|20190517|20190518|20190519|20190520|20190521|20190522|20190523|20190524|20190525|20190526|20190527|20190528|20190529|20190530|20190531|20190601|20190602|20190603|20190604|20190605|20190606|20190607|20190608|20190609|20190610|20190611|20190612|20190613|20190614|20190615|20190616|20190617|20190618|20190619|20190620|20190621|20190622|20190623|20190624|20190625|20190626|20190627|20190628|20190629|20190630|20190701|20190702|20190703|20190704|20190705|20190706|20190707|20190708|20190709|20190710|20190711|20190712|20190713|20190714|20190715|20190716|20190717|20190718|20190719|20190720|20190721|20190722|20190723|20190724|20190725|20190726|20190727|20190728|20190729|20190730|20190731|20190801|20190802|20190803|20190804|20190805|20190806|20190807|20190808|20190809|20190810|20190811|20190812|20190813|20190814|20190815|20190816|20190817|20190818|20190819|20190820|20190821|20190822|20190823|20190824|20190825|20190826|20190827|20190828|20190829|20190830|20190831|20190901|20190902|20190903|20190904|20190905|20190906|20190907|20190908|20190909|20190910|20190911|20190912|20190913|20190914|20190915|20190916|20190917|20190918|20190919|20190920|20190921|20190922|20190923|20190924|20190925|20190926|20190927|20190928|20190929|20190930|20191001|20191002|20191003|20191004|20191005|20191006|20191007|20191008|20191009|20191010|20191011|20191012|20191013|20191014|20191015|20191016|20191017|20191018|20191019|20191020|20191021|20191022|20191023|20191024|20191025|20191026|20191027|20191028|20191029|20191030|20191031|20191101|20191102|20191103|20191104|20191105|20191106|20191107|20191108|20191109|20191110|20191111|20191112|20191113|20191114|20191115|20191116|20191117|20191118|20191119|20191120|20191121|20191122|20191123|20191124|20191125|20191126|20191127|20191128|20191129|20191130|20191201|20191202|20191203|20191204|20191205|20191206|20191207|20191208|20191209|20191210|20191211|20191212|20191213|20191214|20191215|20191216|20191217|20191218|20191219|20191220|20191221|20191222|20191223|20191224|20191225|20191226|20191227|20191228|20191229|20191230|20191231
AL|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|6|0|0|0|0|0|0|0|0|1|1|0|0|0|1|2|3|0|0|0|0|0|1|0|0|0|0|0|0|0|1|2|2|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|5|4|5|4|5|5|5|5|0|0|0|5|0|0|0|0|0|3|2|2|0|2|5|6|9|9|9|7|5|3|5|8|8|5|8|6|3|1|1|7|10|11|10|11|12|12|13|14|15|15|15|15|15|13|14|12|13|13|13|13|9|14|11|14|14|9|8|6|5|9|13|14|13|15|15|17|17|16|17|14|15|15|14|14|15|17|18|17|17|19|19|17|18|19|19|19|18|15|15|15|17|16|17|16|14|16|15|13|10|10|12|14|14|14|14|15|15|15|15|15|14|16|17|16|18|17|18|19|21|18|17|16|16|18|19|17|16|16|16|16|13|10|15|15|11|10|12|14|15|16|16|17|12|16|16|17|17|17|18|18|16|17|17|18|17|15|12|11|10|10|13|13|16|17|16|17|16|17|18|19|18|15|12|9|7|7|9|9|2|2|2|2|3|0|0|0|2|3|1|0|0|2|6|0|0|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0
AR|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|4|4|0|0|0|0|0|0|0|0|0|0|1|3|2|1|0|1|1|3|7|5|3|2|1|0|2|6|4|4|0|0|0|0|2|7|10|9|9|7|5|9|8|12|13|13|13|13|13|12|8|7|9|12|11|13|12|9|9|10|11|9|3|3|3|4|8|10|10|12|14|13|17|18|15|9|11|13|14|14|13|14|15|14|15|15|17|16|16|16|17|19|15|13|15|10|9|13|17|18|18|18|18|14|9|7|8|9|11|14|14|16|15|14|13|13|15|15|18|18|14|15|16|19|21|20|18|16|16|17|17|19|20|18|16|12|12|13|16|12|12|11|11|12|14|15|16|16|16|17|17|18|18|15|16|17|16|15|16|17|17|17|16|10|13|14|13|8|12|10|12|13|15|15|15|15|14|6|8|8|1|0|0|4|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
AZ|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|1|0|0|3|7|6|4|2|2|4|8|11|10|9|7|1|2|2|5|6|7|3|0|2|2|2|2|3|5|9|12|9|1|1|1|0|0|0|0|1|3|2|0|0|3|7|10|10|10|11|12|14|15|15|12|15|17|19|21|21|17|16|17|17|16|15|16|15|14|13|14|15|15|17|20|23|24|22|21|19|18|18|18|19|15|16|21|24|26|25|25|25|26|22|22|23|22|23|23|20|20|22|25|26|26|26|22|16|20|23|25|25|26|21|22|22|20|19|18|20|22|23|24|23|22|20|21|23|24|22|20|20|20|23|25|24|20|23|23|23|20|23|23|23|23|23|19|16|16|15|15|18|17|15|15|13|14|14|11|9|11|10|6|7|7|6|8|8|6|4|5|8|9|9|8|9|9|7|4|2|3|4|4|7|8|9|4|1|1|1|3|4|2|1|1|1|0|0|0|0|0|0|1|1|2|3|1|2|2|2|3|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|2|4|6|3|0|2|6|10|12|11|5|3|3|3|3|5|6|3|1|2|5|5|3|2|2|2|3|6|5|5|3|3|4|5|4|2|4|6|8|10|11|11|11|9|7|7|5|6|8|11|12|14|14|13|13|13|10|9|8|8|10|11|11|12|11|10|8|6|5|5|7|9|12|13|11|7|6|6|7|9|9|9|10|12|13|13|11|10|11|11|12|13|13|14|13|12|9|3|2|1|3|7|11|13|9|5|3|2|1|1|4|6|4|8|9|5|2|0|0|0|0|0|0|0|1|3|5|4|0|0|1|1|0|0|0|2|0|0|0|1|3|6|5|6|6|3|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CO|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|1|3|4|6|9|7|5|3|5|3|2|1|3|3|3|2|8|8|8|8|8|8|10|9|11|8|5|4|5|8|7|7|7|7|6|9|8|6|6|8|8|8|9|8|6|8|7|6|6|4|4|5|5|5|5|8|9|4|5|5|2|6|1|1|3|3|3|5|8|10|4|7|9|5|5|1|1|1|2|0|0|1|2|3|3|1|1|2|0|0|0|0|0|1|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CT|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|5|3|0|0|0|1|0|0|0|0|1|7|3|2|0|0|2|0|0|0|0|0|4|1|4|3|4|2|3|5|4|10|9|9|11|8|7|7|11|12|9|14|11|5|7|9|10|13|10|12|8|8|15|8|12|18|19|12|3|7|5|7|8|11|14|15|13|10|7|9|10|6|4|9|11|7|4|1|5|5|8|7|7|9|12|13|11|10|13|5|0|0|0|0|0|6|3|3|0|1|4|5|0|0|0|0|0|0|8|3|0|0|3|1|0|0|0|0|0|2|7|2|0|0|0|0|2|0|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
DE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|3|3|0|0|0|1|0|0|0|0|0|0|0|4|0|1|0|0|0|0|0|4|1|0|0|0|0|0|3|4|7|12|1|0|2|8|1|11|8|8|13|11|9|7|7|1|0|6|11|9|7|5|6|6|1|1|0|2|9|11|12|12|14|10|6|5|8|14|13|15|15|17|14|8|12|15|16|16|18|14|10|10|12|14|14|13|17|12|14|20|17|19|22|23|19|8|9|10|10|12|15|15|17|15|13|12|13|15|12|14|17|13|13|8|7|9|10|13|12|13|16|17|18|17|16|17|8|4|3|3|4|9|8|8|10|9|12|10|13|8|3|3|5|8|8|13|16|3|6|11|8|7|0|0|0|4|8|13|7|2|7|2|8|10|4|9|16|6|4|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
FL|7|6|7|7|2|0|0|1|1|0|0|2|3|1|0|0|0|0|0|0|0|0|2|5|0|0|0|0|0|0|0|1|4|3|1|1|2|3|3|3|4|6|9|1|0|1|2|6|10|9|10|10|10|12|11|4|4|6|5|5|6|8|8|3|0|0|1|4|8|9|6|6|8|8|6|4|2|1|2|1|0|0|2|5|5|2|2|3|4|5|3|4|4|5|8|10|11|12|11|9|9|11|13|14|8|5|6|10|12|3|1|2|4|6|7|10|7|8|10|12|12|12|13|14|13|13|13|13|13|14|14|15|14|12|10|11|10|11|12|14|14|14|14|13|14|15|16|17|15|16|17|18|17|18|18|17|17|18|17|16|15|16|16|15|14|15|14|14|16|16|17|20|19|19|19|20|19|17|18|15|16|18|20|20|19|19|17|16|16|17|17|17|16|17|19|19|19|18|17|18|17|17|16|16|16|15|15|15|17|17|17|18|16|15|17|17|16|16|17|18|19|19|19|18|18|17|17|16|16|17|17|17|17|18|17|18|18|19|17|18|18|17|18|18|17|17|17|19|19|17|18|19|18|18|18|17|17|18|18|18|17|15|14|15|14|13|13|14|15|15|16|16|17|16|16|15|14|15|16|14|14|14|14|13|11|13|13|13|15|12|9|12|15|14|15|10|13|15|15|15|15|15|16|15|9|10|8|10|12|13|13|10|5|4|6|7|3|5|6|1|0|0|1|0|0|2|3|3|0|0|1|4|3|3|5|3|0|0|0|0|0|3|4|7|7|6|6|6|1|4|8|3|0|1|4|4|3|0|3|4|7|8|10|9|3
GA|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|4|4|3|4|6|6|7|0|0|0|2|2|0|0|0|1|4|2|2|0|1|4|6|7|7|9|8|7|4|5|7|7|9|8|6|3|1|0|4|8|11|10|11|11|12|14|14|15|16|15|16|15|15|14|10|11|12|11|12|9|13|9|10|12|10|7|7|4|6|10|13|12|14|14|15|15|13|14|13|13|13|13|13|14|16|18|17|17|17|16|16|17|17|17|17|16|16|16|16|18|17|17|16|15|15|15|13|9|9|11|11|12|13|14|15|15|13|14|13|13|14|16|16|17|18|17|18|20|18|17|15|16|16|16|14|16|17|17|15|8|9|10|14|10|10|11|13|14|14|15|17|14|14|14|16|16|15|16|16|14|15|15|16|12|10|6|8|7|9|12|12|14|16|15|15|16|15|16|17|16|10|6|8|8|5|4|3|4|3|3|2|4|0|0|1|1|1|3|0|0|2|5|3|1|1|3|7|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0
